artist,album,genre,single_count
Yotam Ben Horin,Distant Lover,"Alternative rock, indie rock",4
Django Django,Django Django,"Art rock, neo-psychedelia, electronic rock",0
Little Mix,DNA,"Pop, dance-pop, R&B",4
Doll$Boxx,Dolls Apartment,"Power metal, progressive metal, hard rock, heavy metal, electropop",0
Meek Mill,Dreams and Nightmares,Hip hop,4
Tal,Le droit de rÃªver,Pop,5
Toya Delazy,Due Drop,"Jazz, electro, hip hop, pop",5
Dustin Lynch,Dustin Lynch,Country,3
Ãsgeir Trausti,DÃ½rÃ° Ã­ dauÃ°aÃ¾Ã¶gn,"Indie folk, Icelandic",5
An Epic No Less,Echo of Love,"CCM, Christian rock, worship, pop rock, electronica",0
Edens Edge,Edens Edge,Country,2
Labrinth,Electronic Earth,"Hip hop, electronica, dubstep, drum and bass, grime, R&B",6
Eme 15,Eme 15,"Pop, dance-pop, Latin pop, electropop",5
Devil Sold His Soul,Empire of Light,"Metalcore, post-metal, post-hardcore",0
Spector,Enjoy It While It Lasts,Indie rock,6
Angellore,Errances,"Death/doom, gothic metal",0
Romanthica,Eterno,Pop-rock,0
I Am I,Event Horizon,"Heavy metal, hard rock, AOR, power metal",0
Clayton Bellamy,Everyone's a Dreamer,Country,3
Gatekeeper,Exo,"Electronic body music, aggrotech, intelligent dance music, acid techno",0
Egoist,Extra terrestrial Biological Entities,J-pop,2
Crown the Empire,The Fallout,"Post-hardcore, metalcore",2
Reflections,The Fantasy Effect,"Progressive metal, metalcore",1
The Farm,The Farm,Country,2
Loyal Wife,Faux Light,Indie rock,0
Fear and the Nervous System,Fear and the Nervous System,"Alternative metal, nu metal, industrial metal",1
Travis Ryan,Fearless,"Contemporary Christian music, worship",0
The Hood Internet,FEAT,Alternative hip hop,0
Blackburner,Feel the Burn,"Dubstep, Dance, Electronica",0
Tulisa,The Female Boss,"Dance, grime, hip hop, R&B",3
Chief Keef,Finally Rich,Hip hop,3
Flume,Flume,"Wonky, electronica, experimental, downtempo",3
Flying Colors,Flying Colors,"Rock, alternative rock, progressive rock, hard rock",0
Anwynn,Forbidden Songs,Melodic death metal,0
One Sonic Society,Forever Reign,"Worship, contemporary Christian music, Christian rock, pop rock",0
Husky,Forever So,Indie folk,0
Forgetters,Forgetters,"Punk rock, Indie rock",0
Benjamin Gibbard,Former Lives,"Pop, Rock",0
Travis Porter,From Day 1,"Hip hop, Southern hip hop, pop rap",4
Delilah,From the Roots Up,"Electronica, trip hop, neo soul, PBR&B",5
David Lindgren,Get Started,Pop,1
PoliÃ§a,Give You the Ghost,Indie pop,0
Monuments,Gnosis,"Progressive metal, djent",2
Rye Rye,Go! Pop! Bang!,"Alternative hip hop, electronic, dance",3
Hands Like Houses,Ground Dweller,"Post-hardcore, experimental rock, alternative rock",0
You Blew It!,"Grow Up, Dude","Emo, indie rock, math rock",0
The Gypsy Queens,The Gypsy Queens,Britpop,0
Jovi,H.I.V (Humanity is Vanishing),Rap,0
Elokuu,HÃ¤Ã¤vÃ¤ki saapuu,Rap,0
Rachael MacFarlane,Hayley Sings,"Smooth jazz, vocal jazz",0
Loreen,Heal,"Eurodance, electronica, trance, trip hop",5
Bellarive,The Heartbeat,"Contemporary Christian music, Christian rock",0
Macklemore & Ryan Lewis,The Heist,"Alternative hip hop, indie hip hop",5
Bridgit Mendler,Hello My Name Is...,"Reggae fusion, R&B, soul, pop",2
Gaz Coombes,Here Come the Bombs,Indie rock,5
Florida Georgia Line,Here's to the Good Times,Country,5
The Jellyrox,Heta Himlen,"Electronic, indietronic, electropop, techno",0
Hiphop Tamizha,Hip Hop Tamizhan,"Underground hip hop, Tamil",0
Michael Kiwanuka,Home Again,"Soul, folk, blues",4
Abu Lahab,Humid Limbs of the Torn Beadsman,"Experimental rock, dark ambient",0
Headspace,I Am Anonymous,"Progressive metal, progressive rock",0
God Seed,I Begin,Black metal,0
Moriah Peters,I Choose Jesus,"Contemporary Christian music, pop rock",0
Cold Specks,I Predict a Graceful Expulsion,"Soul music, Goth rock",0
iamthemorning,~,"Progressive rock, Chamber pop",0
Icona Pop,Icona Pop,"Synth-pop, dance",3
Rapsody,The Idea of Beautiful,Hip hop,0
Eve Ai,"If You Love Me
å¦‚æžœä½ æ„›æˆ‘","Mandopop, jazz, soul",3
Desecravity,Implicit Obedience,"Technical death metal, brutal death metal",0
Last Dinosaurs,In a Million Years,"Indie rock, dance-punk",6
Military Wives,In My Dreams,Choir,0
Chad Price,In This Dream,R&B,1
Vivid,Infinity,"Alternative rock, pop rock",0
Dot Hacker,Inhibition,"Experimental Rock, Alternative rock",0
Niki and the Dove,Instinct,"Synthpop, indietronica, alternative dance",5
The Night Flight Orchestra,Internal Affairs,"Classic rock, AOR, hard rock",0
Make Me Famous,It's Now or Never,"Metalcore, electronicore",4
Ivy Quainoo,Ivy,"Pop, R&B, soul",3
Jake Bugg,Jake Bugg,"Indie folk, indie rock, folk rock",7
Jana Kramer,Jana Kramer,Country,3
Jin Akanishi,Japonicana,"Pop, dance, contemporary R&B, electronic, soul, rock",2
Jennette McCurdy,Jennette McCurdy,"Country, country pop",1
Jessica Pratt,Jessica Pratt,Folk,0
Brothers McClurg,Join in the Sound,"Worship, Gospel, Folk, Rock, CCM, Christian rock, Christian alternative rock, southern gospel, roots rock, folk rock",0
Dallas Smith,Jumped Right In,Country,5
Kadavar,Kadavar,"Hard rock, psychedelic rock, stoner rock",0
Eyolf Dale,The Katabatic Wind,Contemporary jazz,0
Sons,Keep Quiet,"Christian rock, indie rock, post-rock",0
Emel Mathlouthi,Kelmti Horra,Electronic,0
JJ Doom,Key to the Kuffs,"Underground hip hop, Alternative hip hop",0
Kimberley Chen,Kimberley,Mandopop,0
iamamiwhoami,kin,"Synthpop, Electropop",0
King Tears Bat Trip,King Tears Bat Trip,"Avant-garde jazz, free jazz",0
Kis-My-Ft2,Kis-My-1st,J-pop,3
SKE48,Kono Hi no Chime o Wasurenai (ã“ã®æ—¥ã®ãƒãƒ£ã‚¤ãƒ ã‚’å¿˜ã‚Œãªã„ï¼‰,J-pop,8
Robin,Koodi,"Pop, Pop rock, Teen pop",0
Machine Gun Kelly,Lace Up,Hip hop,3
Sylencer,A Lethal Dose of Truth,Thrash Metal,0
Josh Osho,L.i.f.e,"Pop, Rock",0
Squackett,A Life Within a Day,Progressive rock,0
The Remission Flow,The Light That Floods,"CCM, Christian rock, Christian alternative rock, worship, indie rock",0
Lindsey Stirling,Lindsey Stirling,"Dubstep, classical crossover",1
Haley Reinhart,Listen Up!,Pop,1
Big K.R.I.T.,Live from the Underground,Hip hop,4
Stiftelsen,Ljungaverk,"pop, rock",0
"Apologies, I Have None",London,"Folk punk, punk rock",0
Maverick Sabre,Lonely Are the Brave,R&B,5
Zowie,Love Demolition,"Pop, electro, punk",0
Code Orange Kids,Love Is Love/Return to Dust,"Hardcore punk, metalcore",0
Kira Isabella,Love Me Like That,Country,5
Lukas Graham,Lukas Graham,Pop,4
The Lumineers,The Lumineers,"Americana, folk rock, indie folk",3
Kongos,Lunatic,"Alternative rock, kwaito",5
Roberto Bellarosa,Ma voie,Pop,3
Producers,Made in Basing Street,"Synthpop, new wave, rock, progressive rock",0
Maluma,Magia,Latin,6
Envy,The Magic Soup and the Bittersweet Faces,Hip hop,1
Friends,Manifest!,"Indie pop, indie rock",0
Thank You Scientist,Maps of Non-Existent Places,Progressive rock,0
Alina Devecerski,Music Machine,Synthpop,4
Marcus Collins,Marcus Collins,"Soul, pop",2
Melody's Echo Chamber,Melody's Echo Chamber,"Psychedelic pop, dream pop, neo-psychedelia",4
Leon Thomas III,Metro Hearts,"Pop, R&B",0
Michael Lynche,Michael Lynche,R&B,2
Riz MC,Microscope,Hip hop,1
The Midnight Beast,The Midnight Beast,Comedy,0
Crucified Barbara,The Midnight Chase,"Hard rock, heavy metal, thrash metal",0
Milo Greene,Milo Greene,"Indie folk, folk rock",0
SucrÃ©,A Minor Bird,Indie pop,1
Lil Ugly Mane,Mista Thug Isolation,Hip hop,0
Aiden Grimshaw,Misty Eye,"Pop, soul, alternative, electronic, drum and bass",2
Villainy,Mode. Set. Clear.,Alternative rock,5
Alex & Nilusha,Moments in Time,"Jazz, world music",0
Electric Guest,Mondo,"Indie rock, indie pop, indietronica, electronic rock, psychedelic pop",0
Froggy Fresh,Money Maker (Reloaded),"Hip hop, Comedy",0
Death Grips,The Money Store,"Experimental hip hop, industrial hip hop",1
Siobhan Magnus,Moonbaby,"Alternative rock, indie rock",0
Moshi Monsters,Music Rox!,Game,8
Karise Eden,My Journey,"Pop rock, pop, R&B, soul",1
Luca HÃ¤nni,My Name Is Luca,"Pop, dance-pop, R&B",0
Farrah Abraham,My Teenage Dream Ended,"Outsider music, pop",1
Robin Stjernberg,My Versions,Pop,2
Nephew Tommy,Nephew Tommy's Prank Phone Calls: Volume 1,Comedy,0
Make Them Suffer,Neverbloom,"Deathcore, symphonic metal",0
"JayÂ Farrar, WillÂ Johnson, AndersÂ Parker, and YimÂ Yames",New Multitudes,"Folk rock, alternative country",0
Imagine Dragons,Night Visions,"Alternative rock, indie rock, pop rock, pop, electropop",5
Sarah De Bono,Sarah De Bono,Pop,1
Noah Stewart,Noah,Classical,0
Adrenaline Mob,OmertÃ¡,"Heavy metal, alternative metal, hard rock",0
Davido,Omo Baba Olowo,"Afropop, hip-hop, afrobeats",7
Taryn Southern,On My Face,"Comedy, pop",0
Chantal Claret,"The One, The Only...","Pop, Soul",0
Rita Ora,Ora,"Pop, dance, R&B",4
DIIV,Oshin,"Indie rock, dream pop, shoegaze, post-punk revival",0
Emeli SandÃ©,Our Version of Events,"R&B, soul, breakbeat",5
Diandra,Outta My Head,Pop,0
Baptiste Giabiconi,Oxygen,Pop,2
Kool A.D.,The Palm Wine Drinkard,"Hip hop, alternative hip hop, R&B",0
Cody Simpson,Paradise,"Pop, R&B",2
Elle Varner,Perfectly Imperfect,R&B,4
Peter Buck,Peter Buck,Alternative rock,0
Pioneer,Pioneer,"Christian rock, heartland rock, indie rock",0
Jay James Picton,Play It by Heart...,"Funk, soul, pop",0
Future,Pluto,Hip hop,5
The Algorithm,Polymorphic Code,"Hardcore techno, ambient, trance, breakbeat, IDM, progressive metal",1
Poor Moon,Poor Moon,"Indie folk, folk rock",0
Ne Obliviscaris,Portal of I,"Extreme metal, progressive metal",0
JK Flesh,Posthuman,"Electro-industrial, industrial hip hop, industrial metal, dubstep",0
Inverse Phase,Pretty Eight Machine,"Chiptune, electronic",0
Scratcha DVA,Pretty Ugly,Electronic,0
John K. Samson,Provincial,"Folk, Indie",0
Chris Wallace,Push Rewind,"Pop, pop rock",2
Laurel Halo,Quarantine,"Experimental pop, ambient pop, avant-pop, electronic",0
Ramin Karimloo,Ramin,Pop,0
Cro,Raop,"Rap, pop, Rap, pop",37
Jeremiah Jae,Raw Money Raps,Alternative hip hop,1
The Orwells,Remember When,Rock,0
Elitist,Reshape Reason,Progressive metalcore,0
Francesca Michielin,Riflessi di me,Pop,3
Points North,Road Less Traveled,"Instrumental rock, progressive rock",0
Royal Southern Brotherhood,Royal Southern Brotherhood,Blues,0
The Royal Royal,The Royalty,"Contemporary worship music, acoustic, pop rock",0
The Rubens,The Rubens,"Alternative, pop, rock",0
Youngblood,Running Home to You,Pop,2
Samantha Jade,Samantha Jade,"Pop, dance-pop",19
Von,Satanic Blood,Black metal,0
Beautiful Eulogy,Satellite Kite,"Christian hip hop, experimental hip hop, folk music",0
Moxiie,Savage,Pop,3
All Sons & Daughters,Season One,"Acoustic, folk, worship",0
Levi the Poet,Seasons,spoken word,0
Iris,Seventeen,Pop,3
Dry The River,Shallow Bed,"Folk rock, indie folk",4
Rachael Leahcar,Shooting Star,Pop,1
Purity Ring,Shrines,"Electropop, synth-pop, dream pop",4
Victoria Duffield,Shut Up and Dance,"Dance-pop, electropop, teen pop",4
Twelve Foot Ninja,Silent Machine,"Alternative metal, djent, experimental rock, funk metal",0
Merrymouth,Simon Fowler's Merrymouth,Folk rock,0
Jamie McDell,Six Strings and a Sailboat,"Pop, Acoustic",6
T & N,Slave to the Empire,"Heavy metal, hard rock, glam metal",0
Aimer,Sleepless Nights,J-pop,7
Daveed Diggs,Small Things to a Giant,Rap,0
Kreayshawn,Somethin' 'Bout Kreay,Alternative hip hop,3
Tayla Alexander,Songbird,Classical crossover,0
Pallbearer,Sorrow and Extinction,Doom metal,0
Dan Le Sac,Space Between the Words,"Electronica, hip hop",3
Freeze the Atlantic,Speakeasy,Alternative rock,0
SpeXial,SpeXial,"Mandopop, Mandarin",0
World Fire Brigade,Spreading My Wings,"Hard rock, alternative metal, post-grunge",0
Mike Scheidt,Stay Awake,Rock,0
Crowns,Stitches in the Flag,"Folk punk, Celtic punk",0
Vintage Blue,Strike the Mics,Rock,0
JJAMZ,Suicide Pact,Indie pop,0
People on Vacation,The Summer and the Fall,"Indie rock, pop punk",0
Swearin',Swearin',"Indie rock, punk",0
Buffalocomotive,Tears of the Enchanted Mainframe,Hard rock,1
The TourÃ©-Raichel Collective,The Tel Aviv Session,World music,0
The Original Rudeboys,This Life,"Acoustic, Hip hop, Pop",4
7 Horns 7 Eyes,Throes of Absolution,"Christian metal, progressive death metal, doom metal, death metal, melodic death metal",0
Ren Harvieu,Through The Night,"Pop rock, soul, indie pop",4
Capture the Crown,'Til Death,"Metalcore, electronicore",4
My Ticket Home,To Create a Cure,Metalcore,1
Toy,TOY,"Shoegazing, indie rock, post-rock",0
The Weeknd,Trilogy,Alternative R&B,3
Totally Enormous Extinct Dinosaurs,Trouble,"House, nu-disco, indietronica",0
Trust,TRST,"Synthpop, industrial dance",0
Diggy Simmons,Unexpected Arrival,"Hip hop, R&B",5
Unisonic,Unisonic (album),"Hard rock, power metal",0
Kip Moore,Up All Night,Country,4
Kid Ink,Up & Away,"Hip hop, R&B",6
Valley of Fear,Valley of Fear,"Noise rock, industrial",0
Hello Venus,Venus,K-pop,2
Jesse Kaikuranta,Vie mut kotiin,Finnish,3
Datsik,Vitamin D,Dubstep,3
AxeWound,Vultures,"Metalcore, groove metal",3
Tebey,The Wait,Country,3
Swoope,Wake Up,"Christian hip hop, urban contemporary gospel",0
Clock Opera,Ways to Forget,Indie rock,4
The Overseer,"We Search, We Dig","Christian metal, experimental rock, metalcore",0
Time Is a Thief,We're Not Strangers,"Rock, Hard rock, Alternative rock",3
Sevi,What Lies Beyond,"alternative rock, rock, hard rock",3
Stepdad,Wildlife Pop,"Synthpop, electronic",0
Windhand,Windhand,Doom metal,0
Steve Aoki,Wonderland,EDM,5
Phillip Phillips,The World from the Side of the Moon,Pop rock,3
Willam Belli,Shartistry in Motion,Comedy,6
WZRD,WZRD,"Alternative rock, neo-psychedelia, pop rock, psychedelic rock",2
Andain,You Once Told Me,"Electronica, English",4
Birds in Row,"You, Me & the Violence",Melodic hardcore,0
Andy Moor,Zero Point One,"Trance, Progressive Trance, Electronic, Ambient",2
1GN,1 Girl Nation,"Contemporary Christian music, power pop, pop rock",1
Terrace Martin,3ChordFold,Hip hop,1
King Krule,6 Feet Beneath the Moon,"Indie rock, post-punk, jazz fusion, trip hop",0
7 Days of Funk,7 Days of Funk,G-funk,1
Brandy Clark,12 Stories,"Country, Americana",3
Def Dee,33 and a Third,Hip hop,0
Palma Violets,180,"Indie rock, garage rock",3
Durag Dynasty,360 Waves,Hip hop,0
The 1975,The 1975,"Indie rock, indie pop, electropop, funk rock, pop rock, alternative rock",5
Doyle,Abominator,"Heavy metal, groove metal, horror punk",0
Adopted as Holograph,Adopted as Holograph,"Alternative rock, Baroque pop, Continental jazz",0
Gesaffelstein,Aleph,"Industrial techno, tech house",2
Black Star Riders,All Hell Breaks Loose,Hard rock,3
Heavatar,Opus I - All My Kingdoms,"Heavy metal, a cappella",0
Ivan & Alyosha,All the Times We Had,"Folk-pop, indie pop",0
All Things New,All Things New,"Contemporary Christian music, Americana",1
Atoms for Peace,Amok,"Experimental rock, alternative dance, electronica, IDM",4
Andy Kaufman,Andy and His Grandmother,Comedy,0
Anitta,Anitta,"Pop, electropop",4
Crooked I,Apex Predator,Hip hop,1
Boogarins,As Plantas Que Curam,Psychedelic rock,0
Alex Faith,ATLast,"Christian hip hop, Contemporary R&B, Urban contemporary gospel",0
RÃœFÃœS,Atlas,Alternative dance,4
Bastille,Bad Blood,"Indie pop, indie rock, synthpop, alternative dance",8
Dimmi Argus,Bad Dream,"Heavy metal, melodic metal, folk metal",1
Mamadee,Beautiful Soul,"Reggae, pop, rock",2
Jenny Simmons,The Becoming,Contemporary Christian music,0
Bo Bruce,Before I Sleep,"Indie pop, trip hop",3
Broiler,The Beginning,Pop,4
Kevin Walker,Belong,Swedish,0
Love and Death,Between Here & Lost,"Nu metal, alternative metal, Christian metal",5
The Rage,Big Spill,"Hard rock, Rock and roll",0
Arcane Roots,Blood & Chemistry,"Alternative Rock, Post-Hardcore, Mathcore, progressive metal",0
AlunaGeorge,Body Music,"Synth-pop, R&B",4
Chvrches,The Bones of What You Believe,"Synthpop, indie pop",7
Johnny Borrell,Borrell 1,Indie,1
Bosnian Rainbows,Bosnian Rainbows,"Alternative rock, indie rock, art rock, experimental rock, electronic rock",3
Brady Toops,Brady Toops,"CCM, worship, folk",0
Yohio,Break the Border,"Rock, pop, Rock, pop",2
Feed Me,Calamari Tuesday,"Electro house, dubstep, progressive house, glitch hop",2
Capital Kings,Capital Kings,"Christian, dance, electropop, house, dubstep, hip hop",2
Eight Bells,The Captain's Daughter,"Experimental rock, hard rock, Heavy metal",0
Tim Timmons,Cast My Cares,"Contemporary Christian music, worship",1
Rodrigo Amarante,Cavalo,"Folk Rock, MPB, Psychedelic Folk, Experimental",0
Kimberley Walsh,Centre Stage,Theatrical pop,1
Chelsea Light Moving,Chelsea Light Moving,"Noise rock, punk rock, indie rock",3
The Child of Lov,The Child of Lov,"R&B, funk, psychedelic soul",0
Shiritsu Ebisu Chugaku,ChÅ«nin,"J-pop, pop",4
Purson,The Circle and the Blue Door,Rock,0
Beastmilk,Climax,"Post-punk, gothic rock",0
Logos,Cold Mission,"Bass music, experimental, electronic, grime, ambient",0
Splashh,Comfort,"Psychedelic rock, shoegazing, indie rock",4
Dawid PodsiadÅ‚o,Comfort and Happiness,"Pop, pop-rock",4
Body/Head,Coming Apart,"Experimental rock, noise rock",0
Heliotropes,A Constant Sea,"Alternative rock, Psychedelic rock, Acid rock, Folk metal",3
"Goodnight, Sunrise",Create/Destroy/Create,"Rock, indie rock",0
Fit for a King,Creation | Destruction,Metalcore,0
Milk Music,Cruise Your Illusion,"Alternative rock, punk rock, indie rock",0
Marnie,Crystal World,"Electronic, synthpop, new wave, dream pop",1
Wampire,Curiosity,Indie,0
Maggie Rose,Cut to Impress,Country,3
Mat Zo,Damage Control,Electronica,5
Dami Im,Dami Im,"Pop, R&B",1
Danielle Bradbery,Danielle Bradbery,Country,2
Haim,Days Are Gone,"Pop rock, indie pop, indie rock",6
Jason van Wyk,Days You Remember,"Electronic, Contemporary, Ambient, Downtempo",0
Sworn In,The Death Card,"Metalcore, nu metalcore",0
Solamors,Depravity's Demise,"Progressive death metal, Melodic death metal",0
Raven Lord,Descent to the Underworld,Heavy Metal,0
Device,Device,"Industrial metal, alternative metal, hard rock",2
Ed Roland and the Sweet Tea Project,Devils 'n Darlins,Rock,1
Hot Natured,Different Sides of the Sun,"Deep house, house, electronic",4
Spekti,Diktaattorimies,Rap,3
Sound of Contact,Dimensionaut,Progressive rock,2
Krista Siegfrids,Ding Dong!,Dance-pop,3
Angel Haze,Dirty Gold,"Hip hop, R&B",2
Phildel,The Disappearance of the Girl,"Pop, alternative pop, neoclassical",0
Daniel Padilla,DJP,"Pop, OPM, Tagalog",1
Ejecta,Dominae,Synthpop,3
Tiger Bell,Don't Wanna Hear About Your Band!,Punk rock,0
Earl Sweatshirt,Doris,Hip hop,3
Shine Bright Baby,Dreamers,"Contemporary Christian music, Christian rock, pop rock",0
Drenge,Drenge,"Garage rock, grunge, blues rock, punk rock",0
Friendzone,DX,Instrumental hip hop,0
CREÆŽP,Echoes,"electronic, house",6
Maite Perroni,Eclipse de Luna,"Pop, Bachata",6
Karl Hyde,Edgeland,Electronica,2
Gotay,El Del Vibrato,Reggae,2
Gabrielle Aplin,English Rain,Folk pop,5
Forest Swords,Engravings,"Experimental, electronic, dub",0
Freddie Gibbs,ESGN,Hip hop,1
The Digital Age,Evening:Morning,"Contemporary worship music, Christian rock",0
Everfound,Everfound,"Christian rock, Christian alternative rock, pop rock",0
Modestep,Evolution Theory,"Dubstep, electronic rock, hard rock, drum and bass, grime",4
French Montana,Excuse My French,Hip hop,3
Shama Rahman,Fable:Time,"Folk, jazz, spoken word, Bengali",0
Factory Floor,Factory Floor,Electronic,2
The Fall Risk,"The Fall Risk, Volume No. 1","Americana, folk rock",0
Autumn Hill,Favourite Mistake,Country,4
S7N,Fearless,"Heavy metal, Thrash metal",2
Pity Sex,Feast of Love,"Shoegaze, emo",0
Deap Vally,Femejism,"Garage rock, alternative rock",2
Fidlar,Fidlar,"Skate punk, garage punk, surf punk, garage rock, lo-fi",1
Seduce the Heaven,Field of Dreams,"Progressive metal, Melodic death metal",0
Denise Rosenthal,Fiesta,"Pop, dance-pop, Latin pop",6
Heaven's Basement,Filthy Empire,Hard rock,2
State Champs,The Finer Things,Pop punk,0
Starkill,Fires of Life,"Melodic death metal, symphonic death metal, power metal",0
Lee Hi,First Love,"K-pop, jazz, R&B",4
Havana Brown,Flashing Lights,"Pop, dance-pop, house, EDM, electropop",3
Fatin Shidqia,For You,Pop,6
Cassadee Pope,Frame by Frame,Country pop,2
Magnus Karlsson's Free Fall,Free Fall,"Hard rock, heavy metal, progressive metal",0
Loadstar,Future Perfect,"Drum and bass, dubstep, electro house, grime, Drum and bass, dubstep",2
HBK Gang,Gang Forever,Hip hop,0
William Beckett,Genuine & Counterfeit,Pop rock,1
Krewella,Get Wet,"Electro house, progressive house, hardstyle, dubstep, drum and bass, techno",5
Leslie Clio,Gladys,"Pop, soul pop",5
Dre Murray,Gold Rush: Maybe One Day,"Hip-Hop/Rap, Christian hip hop, Urban contemporary gospel",0
Woodkid,The Golden Age,"Orchestral pop, Chamber pop, Neofolk, Classical music",3
Butcher Babies,Goliath,"Groove metal, metalcore, nu metal",3
Ghost Ship,The Good King,"Christian rock, contemporary worship music, folk rock",0
Tasha Cobbs,Grace,"Gospel, CCM, traditional black gospel, urban gospel, worship, Southern gospel, gospel country",2
SULK,Graceless,"Psychedelic rock, shoegazing",4
Jontte Valosaari,Haastaja,R&B,2
Kirstine Stubbe TeglbjÃ¦rg,Hamskifte,"post-rock, Alternative rock, electronic",0
Hannah Rose,Hannah Rose,"CCM, electropop",0
No Malice,Hear Ye Him,"Hip hop, Christian rap",0
Steve Hare,Cast My Cares,"CCM, praise & worship, pop rock",0
Newsted,Heavy Metal Music,Heavy metal,0
JKT48,Heavy Rotation,J-pop,0
Willy Moon,Here's Willy Moon,"Indie pop, rock and roll, noise pop, alternative dance",2
Janet Devlin,Hide & Seek,"Pop, folk",1
Sturgill Simpson,High Top Mountain,Country,1
The Uncluded,Hokey Fright,"Folk rock, hip hop",0
Rudimental,Home,"Drum and bass, house, liquid funk, soul",8
Naughty Boy,Hotel Cabana,"R&B, soul, garage, breakbeat, pop, dance-pop, hip hop",5
The Neighbourhood,I Love You.,"Indie rock, electropop",4
Daughter,If You Leave,"Indie folk, shoegaze, English",3
London Grammar,If You Wait,"Electronica, downtempo, pop",7
Richard & Adam,The Impossible Dream,"Operatic pop, gospel",0
Kodaline,In a Perfect World,"Indie rock, indie folk, indie pop, alternative rock",5
Capital Cities,In a Tidal Wave of Mystery,"Indie pop, dance-pop, synth-pop, indietronica",4
Guards,In Guards We Trust,"rock, Indie rock, dream pop, psychedelic rock, new wave, power pop",1
Peace,In Love,"Indie rock, psychedelic rock, alternative rock, post-Britpop",4
Volto!,Incitare,Rock,0
Samo,Inevitable,"Latin pop, pop",3
Public Service Broadcasting,Inform - Educate - Entertain,"Alternative rock, indie rock, art rock, krautrock, dance-punk, electronica",5
Wild Belle,Isles,"Psychedelic pop, indie pop, indie rock, reggae, electronica, soul, jazz",0
Thomas Rhett,It Goes Like This,Country,5
Megan Hilty,It Happens All The Time,Pop,1
Jackie Thomas,Jackie Thomas,Pop,1
James Arthur,James Arthur,"Pop, R&B, soul",4
John Wizards (musical group),John Wizards,"R&B, Shangaan electro, reggae, afropop, soukous",2
Kavka Shishido,Kavkanize,"Rock, pop, Japanese",6
Andrew Stockdale,Keep Moving,"Hard rock, blues rock, neo-psychedelia, heavy metal",1
The Virginmarys,King of Conflict,"Hard rock, alternative rock, psychedelic rock",0
Crash of Rhinos,Knots,Emo rock,0
Infinite,Koi ni Ochiru Toki,"J-pop, Dance, Ballad, Japanese",3
Avalon,The Land of New Hope,Symphonic power metal,0
Wilkinson,Lazers Not Included,"Electronica, drum and bass",7
Leanne Mitchell,Leanne Mitchell,Pop,1
E-girls,Lesson 1,"Dance-pop, R&B, Japanese",5
Letherette,Letherette,"Electronic, Hip hop, House",0
"Tony Levin, Marco Minnemann & Jordan Rudess",Levin Minnemann Rudess,"Progressive rock, instrumental rock, experimental metal",0
Myka Relocate,Lies to Light the Way,Metalcore,0
Burna Boy,L.I.F.E - Leaving an Impact for Eternity,Pop,5
Rittz,The Life and Times of Jonny Valiant,Hip hop,1
Transparent,Light in Darkness,Alternative rock,0
Silverline,Lights Out,"Contemporary Christian music, Christian rock, pop rock",1
Lizzo,Lizzobangers,Hip hop,0
Alex Sirvent,Lo mejor que me pasÃ³ en la vida,"Latin Music, Latin Pop",0
LoCash Cowboys,LoCash Cowboys,Country,4
Stooshe,London with the Lights On,"R&B, hip hop, soul",32
The Lone Bellow,The Lone Bellow,"Alt-country, alternative rock, blues, country rock, folk rock, indie folk, indie rock, pop rock, roots rock, soul",0
Tom Odell,Long Way Down,"indie pop, Folk Pop, Soul, Pop",5
ASAP Rocky,Long. Live. ASAP,Hip hop,4
Lizzy's Husband,A Loud Silence,"electronica, industrial, ambient",2
R5,Louder,"Pop, pop rock",4
Silente,Lovac na Äudesa,Pop rock,0
Hyolyn,Love & Hate,"Dance-pop, R&B, Korean",2
Love & the Outcome,Love & the Outcome,"Contemporary Christian music, pop rock",0
Citizen Way,Love Is the Evidence,Christian rock,2
JahmÃ©ne Douglas,Love Never Fails,"Soul, gospel",2
James Skelly & The Intenders,Love Undercover,"Soul, R&B, indie rock, indie folk, folk rock, blues rock, pop rock",2
Gemini Syndrome,Lux,"Alternative metal, nu metal, heavy metal",4
Christopher Owens,Lysandre,"Indie pop, indie rock, indie folk",0
Jessica Sanchez,"Me, You & the Music","Pop, R&B",1
MellowHigh,MellowHigh,Hip hop,2
Melt Yourself Down,Melt Yourself Down,"Afrobeat, punk jazz",0
Johnny Marr,The Messenger,Indie rock,0
Colton Dixon,A Messenger,"Contemporary Christian music, rock",3
Glenn Robinson,Modern Mistakes,"Alternative Rock, Pop Punk",0
Clarice FalcÃ£o,Monomania,"Indie pop, folk",4
Moon Hooch,Moon Hooch,Jazz fusion,0
Natalie Maines,Mother,Pop rock,0
Treetop Flyers,The Mountain Moves,Alternative folk,1
Boldy James,My 1st Chemistry Set,Hip hop,2
Tony Scalzo,My Favorite Year,"Rock, pop rock, indie rock, alternative rock",0
Jarren Benton,My Grandma's Basement,"Hip hop, Horrorcore",1
Pusha T,My Name Is My Name,Hip hop,5
Papoose,The Nacirema Dream,Hip hop,3
NatÃ¡lia Kelly,NatÃ¡lia Kelly,Finnish,2
The Neverclaim,The Neverclaim,"Contemporary Christian music, Christian rock, pop rock",0
PJ Morton,New Orleans,R&B,2
Troy Ave,New York City: The Album,"East coast hip hop, hardcore hip hop",0
Mack Wilds,New York: A Love Story,R&B,1
